ID,ModuleTitle,CompositeName,ModuleSize,ModuleCategory,AnnotationLevel,ModuleMemberGenes
M142,transmembrane and ion transporters (I),transmembrane and ion transporters (I) (M142),13,molecular function,complete,NLGN1
M142,transmembrane and ion transporters (I),transmembrane and ion transporters (I) (M142),13,molecular function,complete,CUBN
M142,transmembrane and ion transporters (I),transmembrane and ion transporters (I) (M142),13,molecular function,complete,SLC13A1
M142,transmembrane and ion transporters (I),transmembrane and ion transporters (I) (M142),13,molecular function,complete,SLC28A1
M142,transmembrane and ion transporters (I),transmembrane and ion transporters (I) (M142),13,molecular function,complete,SLC17A1
M142,transmembrane and ion transporters (I),transmembrane and ion transporters (I) (M142),13,molecular function,complete,LOC100422737
M142,transmembrane and ion transporters (I),transmembrane and ion transporters (I) (M142),13,molecular function,complete,SLC17A3
M142,transmembrane and ion transporters (I),transmembrane and ion transporters (I) (M142),13,molecular function,complete,LOC100130232
M142,transmembrane and ion transporters (I),transmembrane and ion transporters (I) (M142),13,molecular function,complete,PAX2
M142,transmembrane and ion transporters (I),transmembrane and ion transporters (I) (M142),13,molecular function,complete,SLC6A13
M142,transmembrane and ion transporters (I),transmembrane and ion transporters (I) (M142),13,molecular function,complete,KCNIP4
M142,transmembrane and ion transporters (I),transmembrane and ion transporters (I) (M142),13,molecular function,complete,SEMA5B
M143,"nuclear pore, transport; mRNA splicing, processing","nuclear pore, transport; mRNA splicing, processing (M143)",11,molecular function,complete,SLBP
M143,"nuclear pore, transport; mRNA splicing, processing","nuclear pore, transport; mRNA splicing, processing (M143)",11,molecular function,complete,NCBP2
M143,"nuclear pore, transport; mRNA splicing, processing","nuclear pore, transport; mRNA splicing, processing (M143)",11,molecular function,complete,NUP133
M143,"nuclear pore, transport; mRNA splicing, processing","nuclear pore, transport; mRNA splicing, processing (M143)",11,molecular function,complete,NUP107
M143,"nuclear pore, transport; mRNA splicing, processing","nuclear pore, transport; mRNA splicing, processing (M143)",11,molecular function,complete,NUP160
M143,"nuclear pore, transport; mRNA splicing, processing","nuclear pore, transport; mRNA splicing, processing (M143)",11,molecular function,complete,NUP54
M143,"nuclear pore, transport; mRNA splicing, processing","nuclear pore, transport; mRNA splicing, processing (M143)",11,molecular function,complete,UPF3B
M143,"nuclear pore, transport; mRNA splicing, processing","nuclear pore, transport; mRNA splicing, processing (M143)",11,molecular function,complete,NUP155
M143,"nuclear pore, transport; mRNA splicing, processing","nuclear pore, transport; mRNA splicing, processing (M143)",11,molecular function,complete,SEH1L
M143,"nuclear pore, transport; mRNA splicing, processing","nuclear pore, transport; mRNA splicing, processing (M143)",11,molecular function,complete,NUPL2
M143,"nuclear pore, transport; mRNA splicing, processing","nuclear pore, transport; mRNA splicing, processing (M143)",11,molecular function,complete,NUP205
M144,"cell cycle, ATP binding","cell cycle, ATP binding (M144)",16,biological process,partial,RBM7
M144,"cell cycle, ATP binding","cell cycle, ATP binding (M144)",16,biological process,partial,NEK7
M144,"cell cycle, ATP binding","cell cycle, ATP binding (M144)",16,biological process,partial,UBA3
M144,"cell cycle, ATP binding","cell cycle, ATP binding (M144)",16,biological process,partial,HDAC2
M144,"cell cycle, ATP binding","cell cycle, ATP binding (M144)",16,biological process,partial,TLK1
M144,"cell cycle, ATP binding","cell cycle, ATP binding (M144)",16,biological process,partial,MCTS1
M144,"cell cycle, ATP binding","cell cycle, ATP binding (M144)",16,biological process,partial,RAD21
M144,"cell cycle, ATP binding","cell cycle, ATP binding (M144)",16,biological process,partial,COPS5
M144,"cell cycle, ATP binding","cell cycle, ATP binding (M144)",16,biological process,partial,PCNP
M144,"cell cycle, ATP binding","cell cycle, ATP binding (M144)",16,biological process,partial,PSMA6
M144,"cell cycle, ATP binding","cell cycle, ATP binding (M144)",16,biological process,partial,PPP1R12A
M144,"cell cycle, ATP binding","cell cycle, ATP binding (M144)",16,biological process,partial,VPS4B
M144,"cell cycle, ATP binding","cell cycle, ATP binding (M144)",16,biological process,partial,CCNC
M144,"cell cycle, ATP binding","cell cycle, ATP binding (M144)",16,biological process,partial,CUL5
M144,"cell cycle, ATP binding","cell cycle, ATP binding (M144)",16,biological process,partial,PSMC6
M144,"cell cycle, ATP binding","cell cycle, ATP binding (M144)",16,biological process,partial,ERBB2IP
M145.0,cytoskeleton/actin (SRF transcription targets),cytoskeleton/actin (SRF transcription targets) (M145.0),16,molecular function,complete,ACTA2
M145.0,cytoskeleton/actin (SRF transcription targets),cytoskeleton/actin (SRF transcription targets) (M145.0),16,molecular function,complete,MYH11
M145.0,cytoskeleton/actin (SRF transcription targets),cytoskeleton/actin (SRF transcription targets) (M145.0),16,molecular function,complete,MRVI1
M145.0,cytoskeleton/actin (SRF transcription targets),cytoskeleton/actin (SRF transcription targets) (M145.0),16,molecular function,complete,SDPR
M145.0,cytoskeleton/actin (SRF transcription targets),cytoskeleton/actin (SRF transcription targets) (M145.0),16,molecular function,complete,SVIL
M145.0,cytoskeleton/actin (SRF transcription targets),cytoskeleton/actin (SRF transcription targets) (M145.0),16,molecular function,complete,ACTG2
M145.0,cytoskeleton/actin (SRF transcription targets),cytoskeleton/actin (SRF transcription targets) (M145.0),16,molecular function,complete,CALD1
M145.0,cytoskeleton/actin (SRF transcription targets),cytoskeleton/actin (SRF transcription targets) (M145.0),16,molecular function,complete,MYLK
M145.0,cytoskeleton/actin (SRF transcription targets),cytoskeleton/actin (SRF transcription targets) (M145.0),16,molecular function,complete,MRGPRF
M145.0,cytoskeleton/actin (SRF transcription targets),cytoskeleton/actin (SRF transcription targets) (M145.0),16,molecular function,complete,TPM2
M145.0,cytoskeleton/actin (SRF transcription targets),cytoskeleton/actin (SRF transcription targets) (M145.0),16,molecular function,complete,PALLD
M145.0,cytoskeleton/actin (SRF transcription targets),cytoskeleton/actin (SRF transcription targets) (M145.0),16,molecular function,complete,TPM1
M145.0,cytoskeleton/actin (SRF transcription targets),cytoskeleton/actin (SRF transcription targets) (M145.0),16,molecular function,complete,EPS8
M145.0,cytoskeleton/actin (SRF transcription targets),cytoskeleton/actin (SRF transcription targets) (M145.0),16,molecular function,complete,PLN
M145.0,cytoskeleton/actin (SRF transcription targets),cytoskeleton/actin (SRF transcription targets) (M145.0),16,molecular function,complete,CAV2
M145.0,cytoskeleton/actin (SRF transcription targets),cytoskeleton/actin (SRF transcription targets) (M145.0),16,molecular function,complete,TAGLN
M145.1,cytoskeleton/actin (SRF transcription targets),cytoskeleton/actin (SRF transcription targets) (M145.1),14,molecular function,complete,ACTA2
M145.1,cytoskeleton/actin (SRF transcription targets),cytoskeleton/actin (SRF transcription targets) (M145.1),14,molecular function,complete,MYH11
M145.1,cytoskeleton/actin (SRF transcription targets),cytoskeleton/actin (SRF transcription targets) (M145.1),14,molecular function,complete,ACTG2
M145.1,cytoskeleton/actin (SRF transcription targets),cytoskeleton/actin (SRF transcription targets) (M145.1),14,molecular function,complete,LMOD1
M145.1,cytoskeleton/actin (SRF transcription targets),cytoskeleton/actin (SRF transcription targets) (M145.1),14,molecular function,complete,CALD1
M145.1,cytoskeleton/actin (SRF transcription targets),cytoskeleton/actin (SRF transcription targets) (M145.1),14,molecular function,complete,MYLK
M145.1,cytoskeleton/actin (SRF transcription targets),cytoskeleton/actin (SRF transcription targets) (M145.1),14,molecular function,complete,TPM1
M145.1,cytoskeleton/actin (SRF transcription targets),cytoskeleton/actin (SRF transcription targets) (M145.1),14,molecular function,complete,TPM2
M145.1,cytoskeleton/actin (SRF transcription targets),cytoskeleton/actin (SRF transcription targets) (M145.1),14,molecular function,complete,SYNPO2
M145.1,cytoskeleton/actin (SRF transcription targets),cytoskeleton/actin (SRF transcription targets) (M145.1),14,molecular function,complete,SORBS1
M145.1,cytoskeleton/actin (SRF transcription targets),cytoskeleton/actin (SRF transcription targets) (M145.1),14,molecular function,complete,TNS1
M145.1,cytoskeleton/actin (SRF transcription targets),cytoskeleton/actin (SRF transcription targets) (M145.1),14,molecular function,complete,CAV2
M145.1,cytoskeleton/actin (SRF transcription targets),cytoskeleton/actin (SRF transcription targets) (M145.1),14,molecular function,complete,VCL
M145.1,cytoskeleton/actin (SRF transcription targets),cytoskeleton/actin (SRF transcription targets) (M145.1),14,molecular function,complete,MYL9
M146,MHC-TLR7-TLR8 cluster,MHC-TLR7-TLR8 cluster (M146),17,immune,complete,CD74
M146,MHC-TLR7-TLR8 cluster,MHC-TLR7-TLR8 cluster (M146),17,immune,complete,HLA-DPB1
M146,MHC-TLR7-TLR8 cluster,MHC-TLR7-TLR8 cluster (M146),17,immune,complete,HLA-DRA
M146,MHC-TLR7-TLR8 cluster,MHC-TLR7-TLR8 cluster (M146),17,immune,complete,HLA-C
M146,MHC-TLR7-TLR8 cluster,MHC-TLR7-TLR8 cluster (M146),17,immune,complete,HLA-B
M146,MHC-TLR7-TLR8 cluster,MHC-TLR7-TLR8 cluster (M146),17,immune,complete,HLA-A
M146,MHC-TLR7-TLR8 cluster,MHC-TLR7-TLR8 cluster (M146),17,immune,complete,HLA-DRB1
M146,MHC-TLR7-TLR8 cluster,MHC-TLR7-TLR8 cluster (M146),17,immune,complete,HLA-G
M146,MHC-TLR7-TLR8 cluster,MHC-TLR7-TLR8 cluster (M146),17,immune,complete,HLA-F
M146,MHC-TLR7-TLR8 cluster,MHC-TLR7-TLR8 cluster (M146),17,immune,complete,HLA-DRB4
M146,MHC-TLR7-TLR8 cluster,MHC-TLR7-TLR8 cluster (M146),17,immune,complete,CD4
M146,MHC-TLR7-TLR8 cluster,MHC-TLR7-TLR8 cluster (M146),17,immune,complete,HLA-DQB1
M146,MHC-TLR7-TLR8 cluster,MHC-TLR7-TLR8 cluster (M146),17,immune,complete,HLA-E
M146,MHC-TLR7-TLR8 cluster,MHC-TLR7-TLR8 cluster (M146),17,immune,complete,HLA-DPA1
M146,MHC-TLR7-TLR8 cluster,MHC-TLR7-TLR8 cluster (M146),17,immune,complete,TLR8
M146,MHC-TLR7-TLR8 cluster,MHC-TLR7-TLR8 cluster (M146),17,immune,complete,HLA-DQA1
M146,MHC-TLR7-TLR8 cluster,MHC-TLR7-TLR8 cluster (M146),17,immune,complete,TLR7
M147,intracellular transport,intracellular transport (M147),17,molecular function,partial,SIRT1
M147,intracellular transport,intracellular transport (M147),17,molecular function,partial,EXOC1
M147,intracellular transport,intracellular transport (M147),17,molecular function,partial,VPS4B
M147,intracellular transport,intracellular transport (M147),17,molecular function,partial,NUP133
M147,intracellular transport,intracellular transport (M147),17,molecular function,partial,NUP107
M147,intracellular transport,intracellular transport (M147),17,molecular function,partial,CEP120
M147,intracellular transport,intracellular transport (M147),17,molecular function,partial,CLINT1
M147,intracellular transport,intracellular transport (M147),17,molecular function,partial,ZFYVE16
M147,intracellular transport,intracellular transport (M147),17,molecular function,partial,PIKFYVE
M147,intracellular transport,intracellular transport (M147),17,molecular function,partial,SEC63
M147,intracellular transport,intracellular transport (M147),17,molecular function,partial,ZFAND6
M147,intracellular transport,intracellular transport (M147),17,molecular function,partial,PIK3C2A
M147,intracellular transport,intracellular transport (M147),17,molecular function,partial,TMX1
M147,intracellular transport,intracellular transport (M147),17,molecular function,partial,PPP1R12A
M147,intracellular transport,intracellular transport (M147),17,molecular function,partial,RAD21
M147,intracellular transport,intracellular transport (M147),17,molecular function,partial,G3BP2
M147,intracellular transport,intracellular transport (M147),17,molecular function,partial,SRP9
M148,TBA,TBA (M148),11,,,MORC3
M148,TBA,TBA (M148),11,,,SEC23A
M148,TBA,TBA (M148),11,,,SPAST
M148,TBA,TBA (M148),11,,,EEA1
M148,TBA,TBA (M148),11,,,NUP160
M148,TBA,TBA (M148),11,,,RB1
M148,TBA,TBA (M148),11,,,ADAM9
M148,TBA,TBA (M148),11,,,STXBP3
M148,TBA,TBA (M148),11,,,SYNJ1
M148,TBA,TBA (M148),11,,,SEC24B
M148,TBA,TBA (M148),11,,,TMEM30A
M149,TBA,TBA (M149),10,,,GREB1
M149,TBA,TBA (M149),10,,,SLC3A1
M149,TBA,TBA (M149),10,,,SIX4
M149,TBA,TBA (M149),10,,,HNF4G
M149,TBA,TBA (M149),10,,,RNF186
M149,TBA,TBA (M149),10,,,CLRN3
M149,TBA,TBA (M149),10,,,USH1C
M149,TBA,TBA (M149),10,,,CLDN2
M149,TBA,TBA (M149),10,,,GIPC2
M149,TBA,TBA (M149),10,,,TFAP2C
M15,Ran mediated mitosis,Ran mediated mitosis (M15),13,signaling,partial,TPX2
M15,Ran mediated mitosis,Ran mediated mitosis (M15),13,signaling,partial,BUB1B
M15,Ran mediated mitosis,Ran mediated mitosis (M15),13,signaling,partial,PLK1
M15,Ran mediated mitosis,Ran mediated mitosis (M15),13,signaling,partial,H2AFX
M15,Ran mediated mitosis,Ran mediated mitosis (M15),13,signaling,partial,KIF15
M15,Ran mediated mitosis,Ran mediated mitosis (M15),13,signaling,partial,RAN
M15,Ran mediated mitosis,Ran mediated mitosis (M15),13,signaling,partial,ESPL1
M15,Ran mediated mitosis,Ran mediated mitosis (M15),13,signaling,partial,AURKA
M15,Ran mediated mitosis,Ran mediated mitosis (M15),13,signaling,partial,AURKB
M15,Ran mediated mitosis,Ran mediated mitosis (M15),13,signaling,partial,UBE2S
M15,Ran mediated mitosis,Ran mediated mitosis (M15),13,signaling,partial,RANBP1
M15,Ran mediated mitosis,Ran mediated mitosis (M15),13,signaling,partial,KIF2C
M15,Ran mediated mitosis,Ran mediated mitosis (M15),13,signaling,partial,KPNA2
M150,innate antiviral response,innate antiviral response (M150),12,immune,complete,TAP1
M150,innate antiviral response,innate antiviral response (M150),12,immune,complete,IRF7
M150,innate antiviral response,innate antiviral response (M150),12,immune,complete,PLSCR1
M150,innate antiviral response,innate antiviral response (M150),12,immune,complete,EIF2AK2
M150,innate antiviral response,innate antiviral response (M150),12,immune,complete,APOBEC3A
M150,innate antiviral response,innate antiviral response (M150),12,immune,complete,OASL
M150,innate antiviral response,innate antiviral response (M150),12,immune,complete,RXRA
M150,innate antiviral response,innate antiviral response (M150),12,immune,complete,OAS1
M150,innate antiviral response,innate antiviral response (M150),12,immune,complete,OAS3
M150,innate antiviral response,innate antiviral response (M150),12,immune,complete,RSAD2
M150,innate antiviral response,innate antiviral response (M150),12,immune,complete,IFIT1
M150,innate antiviral response,innate antiviral response (M150),12,immune,complete,SP100
M151,TBA,TBA (M151),10,,,PRKCH
M151,TBA,TBA (M151),10,,,ZNF521
M151,TBA,TBA (M151),10,,,GREM1
M151,TBA,TBA (M151),10,,,TIAM1
M151,TBA,TBA (M151),10,,,SMAD1
M151,TBA,TBA (M151),10,,,RORA
M151,TBA,TBA (M151),10,,,BCL11B
M151,TBA,TBA (M151),10,,,INHBA
M151,TBA,TBA (M151),10,,,ADAM12
